"Y01","Account_Type","Additional_Seats","Age","Arrival_Time","Auto_Renew_STH","Concession_Total","DistA","Educational_Level","Favorite_Caps_Player","Favorite_Sport","Favorite_Team","First_Year_STH","HouseHold_Income_True","Job_Sector","Marital","Mode_Of_Transport","Most_Purch_Concession","Mult_Loc","Net_Worth_True","Num_Children","NumSeats","PerSold","PerTransf","PerUsed","Rejoined_STH","Rep_Calls","Rep_Name","Rep_Visits","Sex","Spent_Other_Teams","STH_Attended","Survey_Comp","Team_B_STH","Team_C_STH","Team_Network_Sub","Team_Store_Total","Tenure","Ticket_Form","Total_Spent","Weekday_Attended","Weekday_Sold","Weekend_Attended","Weekend_Sold","Region"
1,"Personal",0,84,30,"Yes",772.6,40,"BD","Nic Dowd","NHL","Washington Capitals",1979,80000,"Finance","M","Public","Beer","No",3400000,1,2,0.070046292,0.014644958,0.866733437,FALSE,63,"David",16,"M",500,2,0,"No","Yes","No",1595.82,46,"Physical",2868.42,0.413475177,0.586524823,0.63,0.052,"DCArea"
1,"Business",0,64,30,"Yes",964.65,199,"PHD","T.J. Oshie","NHL","New Jersey Devils",2011,50000,"Finance","M","Car","Beer","No",5e+05,1,2,0.199221104,0.005263405,0.057925625,FALSE,49,"Frank",12,"M",1205.8125,5,0,"No","No","Yes",0,14,"Digital",2170.4625,0.49929078,0.50070922,0.61,0.035,"Northeast"
1,"Personal",0,78,45,"Yes",712.61,249,"AD","T.J. Oshie","NHL","Washington Capitals",2021,60000,"Gov","S","Car","Beer","No",1050000,1,1,0.116767866,0.094167461,0.94,FALSE,46,"Other",10,"M",500,2,1,"No","Yes","No",0,4,"Digital",1212.61,0.797163121,0.202836879,0.86,0.1,"South"
1,"Personal",0,79,45,"Yes",631.51,0,"MD","Dylan Strome","NHL","Washington Capitals",1998,120000,"Finance","D","Public","Beer","No",8e+05,1,2,0.065460822,0.01,0.797681843,FALSE,67.62254342,"Grace",12,"F",500,3,0,"No","No","No",0,28,"Digital",1131.51,0.187234043,0.812765957,0.46,0.119,"DCArea"
1,"Personal",0,76,45,"Yes",771.52,197,"PHD","Dylan Strome","Other","New Jersey Devils",1981,105000,"Manufact","D","Car","Popcorn","No",2150000,1,2,0.044929017,0.058983456,0.106135204,FALSE,69,"Frank",13,"M",0,3,0,"No","No","No",0,44,"Digital",771.52,0.441843972,0.558156028,0.93,0.059,"Northeast"
1,"Personal",0,83,45,"Yes",1293.11,1,"BD","Aliaksei Protas","NHL","Washington Capitals",2002,40000,"Finance","U","Public","Beer","No",1100000,0,4,0.00885057,0.088353152,0.756920551,FALSE,35,"Emma",7,"M",0,2,0.56,"No","Yes","Yes",0,23,"Digital",1293.11,0.422695035,0.577304965,0.84,0.108,"DCArea"
0,"Personal",0,67,-15,"Yes",1865.79,85,"BD","Tom Wilson","NHL","Washington Capitals",2014,115000,"Manufact","M","Public","Beer","No",950000,1,6,0.110642724,0.062257929,0.143228559,FALSE,23,"Emma",18,"M",1130,4,0.23,"No","No","Yes",394.21,10,"Digital",3390,0.488652482,0.511347518,0.87,0.159,"West"
1,"Personal",0,32,30,"Yes",933.06,35,"SC","Dylan Strome","Other","Washington Capitals",2013,95000,"Gov","M","Uber/Taxi","Beer","No",2050000,3,2,0.031692286,0.02309239,0.709584235,FALSE,48,"David",13,"M",1166.325,1,0.34,"No","No","No",0,12,"Physical",2099.385,0.620567376,0.379432624,0.76,0.031,"DCArea"
1,"Business",0,84,30,"Yes",912.81,85,"PHD","Anthony Beauvillier","NHL","Washington Capitals",2017,150000,"Tech","M","Uber/Taxi","Popcorn","No",2600000,0,2,0.009061968,0.065766,0.96,FALSE,70,"Frank",10,"M",0,0,0.38,"No","No","No",284.84,8,"Digital",1197.65,0.40070922,0.59929078,0.66,0.009,"South"
1,"Personal",0,80,60,"Yes",672.62,85,"SC","Alexander Ovechkin","NHL","Washington Capitals",1993,115000,"Finance","M","Public","Burger","No",350000,1,2,0.096590581,0.018494313,0.022657358,FALSE,68,"David",9,"M",840.775,2,0,"Yes","No","No",0,32,"Digital",1513.395,0.620567376,0.379432624,0.16,0.018,"South"
1,"Personal",0,90,45,"No",888.87,38,"PHD","Jakob Chychrun","NHL","Washington Capitals",2024,85000,"Finance","M","Uber/Taxi","Burger","No",750000,0,2,0.005988569,0.013862359,0.803178082,FALSE,64,"Ivy",14,"M",1197.9375,1,0.34,"No","Yes","Yes",69.48,1,"Digital",2156.2875,0.742553191,0.257446809,0.89,0.01,"DCArea"
1,"Personal",0,78,45,"Yes",792.42,38,"AD","Nicklas Backstrom","NHL","Washington Capitals",1994,140000,"Gov","M","Other","Specialty","No",1e+06,3,2,0.083853691,0.026300867,0.84,FALSE,50,"Frank",12,"M",500,2,0,"No","No","Yes",0,31,"Digital",1292.42,0.309929078,0.690070922,0.19,0.048,"DCArea"
1,"Business",0,86,30,"Yes",851.51,144,"AD","Tom Wilson","Other","Philadelphia Flyers",1996,80000,"Gov","M","Uber/Taxi","Specialty","No",550000,0,2,0.108216498,0.010857075,0.116070566,FALSE,41,"Frank",39,"M",2939.205,1,0.14,"No","No","No",5026.9,29,"Digital",8817.615,0.837588652,0.162411348,0.75,0.188,"Northeast"
1,"Personal",0,31,45,"Yes",681.59,35,"BD","Nic Dowd","NHL","Washington Capitals",2023,85000,"Gov","M","Public","Specialty","No",7e+05,2,2,0.011428484,0.015469081,0.789645648,FALSE,74.29734745,"Grace",5,"M",500,0,0.48,"No","No","No",94.44,2,"Digital",1276.03,0.839007092,0.160992908,0.98,0.098,"DCArea"
1,"Personal",0,76,30,"Yes",1045.69,2,"MD","T.J. Oshie","NHL","Washington Capitals",1978,1e+05,"Finance","M","Uber/Taxi","Beer","No",1950000,0,2,0.108796684,0.214427185,0.653971107,FALSE,59,"Emma",41,"M",500,2,0.27,"No","No","No",8146.01,47,"Digital",9691.7,0.766666667,0.233333333,0.9,0.015,"DCArea"
1,"Personal",0,74,60,"Yes",1300.63,247,"HS","Connor McMichael","NHL","Other",1992,70000,"Tech","D","Public","Soda","No",1600000,1,4,0.065621505,0.013405923,0.028248803,FALSE,25,"Frank",26,"M",2446.53,6,0.34,"No","No","No",1145.9,33,"Physical",4893.06,0.595035461,0.404964539,0.47,0.051,"Northeast"
0,"Personal",0,45,30,"Yes",938.05,203,"BD","Matt Roy","NHL","Other",2018,130000,"Health","M","Uber/Taxi","Popcorn","No",7e+05,3,2,0.101015218,0.158235006,0.91,TRUE,72.15762756,"Grace",6.5,"M",0,1,0,"No","No","No",74.49,1,"Digital",1012.54,0.437588652,0.562411348,0.69,0.145,"Northeast"
0,"Personal",0,54,60,"Yes",786.26,132,"AD","Alexander Alexeyev","NHL","Washington Capitals",2023,55000,"Tech","S","Public","Beer","No",950000,1,2,0.092446088,0.019332319,0.004917686,FALSE,40.99353119,"Grace",2.5,"F",0,0,0.24,"No","No","No",42.93,2,"Physical",829.19,0.605673759,0.394326241,0.46,0.027,"West"
1,"Personal",0,90,30,"Yes",1240.96,124,"HS","John Carlson","NHL","Philadelphia Flyers",2006,65000,"Gov","M","Public","Beer","No",4e+06,0,4,0.012238467,0.118657481,0.187967591,FALSE,59,"David",15,"M",500,2,0.28,"Yes","No","No",0,19,"Digital",1740.96,0.654609929,0.345390071,0.48,0.018,"Northeast"
1,"Personal",0,92,45,"Yes",868.35,40,"BD","Dylan Strome","NHL","Washington Capitals",2011,1e+05,"Tech","M","Other","Soda","No",1550000,0,2,0,0.3,0.98,FALSE,48,"Frank",17,"M",2170.875,2,0,"No","No","Yes",0,14,"Digital",3039.225,0.575177305,0.424822695,0.75,0.079,"DCArea"
0,"Personal",0,18,15,"Yes",1713.76,132,"SC","Nicklas Backstrom","NHL","Washington Capitals",2019,95000,"Gov","M","Uber/Taxi","Hot Dog","No",1200000,9,6,0.04436332,0.01,0.150418449,FALSE,76,"Emma",9.5,"M",500,4,0.53,"Yes","No","No",228.23,6,"Digital",2441.99,0.382269504,0.617730496,0.37,0.025,"Midwest"
1,"Personal",0,86,30,"Yes",949.76,1,"HS","Dylan Strome","Other","Washington Capitals",2012,80000,"Finance","M","Uber/Taxi","Hot Dog","No",1150000,0,2,0.129704241,0.01484519,0.651520232,FALSE,72,"David",20,"M",1753.225,4,0,"No","Yes","No",452.82,13,"Physical",3155.805,0.646099291,0.353900709,0.85,0.18,"DCArea"
1,"Personal",0,29,30,"No",737.11,32,"PHD","Anthony Beauvillier","Other","Washington Capitals",2024,35000,"Tech","U","Public","Beer","No",550000,1,2,0.045134241,0.030271064,0.858093897,FALSE,59.31733605,"Ivy",9,"F",1015.55,0,0.06,"Yes","No","Yes",75.33,1,"Digital",1827.99,0.478014184,0.521985816,0.61,0.05,"DCArea"
1,"Personal",0,51,30,"No",958.56,116,"HS","T.J. Oshie","NHL","Philadelphia Flyers",2011,125000,"Gov","S","Public","Soda","No",250000,1,2,0.140662293,0.012354689,0.11138398,FALSE,73,"David",17,"F",500,2,0.26,"No","No","No",446.13,14,"Digital",1904.69,0.456737589,0.543262411,0.31,0.068,"Northeast"
0,"Personal",0,55,45,"Yes",865.46,132,"BD","T.J. Oshie","Other","Washington Capitals",2016,135000,"Finance","M","Uber/Taxi","Popcorn","No",2200000,1,2,0.180487674,0.054665432,0.016199035,FALSE,57,"Frank",12,"M",1081.825,1,0,"No","No","No",0,9,"Digital",1947.285,0.539716312,0.460283688,0.75,0.048,"West"
0,"Personal",0,31,30,"Yes",1146.53,85,"BD","Nicklas Backstrom","NHL","Washington Capitals",2018,85000,"Gov","M","Car","Soda","No",1850000,2,4,0.259581205,0.01683203,0.109116837,FALSE,63,"David",13,"M",0,4,0.36,"No","No","No",253.75,7,"Digital",1400.28,0.79787234,0.20212766,0.96,0.042,"West"
1,"Personal",0,33,30,"Yes",753.23,2,"BD","Alexander Ovechkin","Other","Washington Capitals",2021,115000,"Tech","S","Car","Beer","No",50000,1,2,0.191882661,0.032848202,0.728485447,FALSE,33.73490765,"Alice",7,"M",1111.625,2,0.53,"Yes","No","Yes",136.07,4,"Physical",2000.925,0.529078014,0.470921986,0.99,0.137,"DCArea"
1,"Personal",0,91,60,"Yes",819.52,37,"HS","Tom Wilson","NHL","Washington Capitals",2022,70000,"Manufact","S","Car","Popcorn","No",1900000,0,2,0.304740498,0.193167029,0.789206177,FALSE,18.76207215,"David",5,"M",0,2,0,"No","No","No",106.56,3,"Physical",926.08,0.409929078,0.590070922,0.37,0.228,"DCArea"
1,"Business",0,85,30,"Yes",1958.14,85,"PHD","Connor McMichael","NHL","Other",2023,70000,"Finance","M","Public","Other","No",8e+05,0,6,0.147065041,0.124041625,0.661840091,FALSE,45,"Ivy",15,"M",1049.225,3,0.12,"No","No","Yes",140.31,2,"Digital",3147.675,0.721276596,0.278723404,0.99,0.091,"South"
0,"Personal",0,70,-30,"No",811.02,136,"SC","T.J. Oshie","Other","Washington Capitals",2008,90000,"Tech","M","Car","Popcorn","No",2350000,0,2,0.125773633,0.031282147,0.025886311,FALSE,77,"Frank",10,"M",0,2,0,"No","No","Yes",588.75,17,"Digital",1399.77,0.75248227,0.24751773,0.7,0.05,"Midwest"
1,"Business",0,33,30,"Yes",1450.26,85,"BD","Alexander Ovechkin","NHL","Other",2023,130000,"Tech","M","Public","Peanuts","No",650000,1,4,0.049644421,0.114209852,0.820291189,FALSE,38,"Alice",16,"M",1937.175,3,0.26,"Yes","No","No",99.48,2,"Digital",3486.915,0.585106383,0.414893617,0.61,0.184,"South"
1,"Shared",0,56,30,"Yes",757.76,199,"PHD","Sonny Milano","NHL","New Jersey Devils",2000,85000,"Gov","M","Car","Soda","No",2750000,2,2,0.008471419,0.072237266,0.116512062,FALSE,37,"David",7,"M",0,1,0.33,"Yes","Yes","No",0,25,"Digital",757.76,0.946808511,0.053191489,0.86,0.056,"Northeast"
0,"Shared",0,22,15,"Yes",0,85,"BD","Dylan Strome","NHL","Washington Capitals",2023,1e+05,"Finance","U","Uber/Taxi","Other","No",550000,0,2,0.010392639,0.027583213,0.036672037,FALSE,73,"Ivy",1,"M",0,0,0.2,"No","No","No",28.07,2,"Digital",28.07,0.639716312,0.360283688,0.93,0.037,"Midwest"
0,"Personal",0,88,0,"Yes",712.54,247,"MD","Nicklas Backstrom","NHL","Washington Capitals",2017,115000,"Tech","M","Car","Specialty","No",1650000,0,2,0.007150359,0.021484905,0.71839481,TRUE,66.642146,"Grace",12,"M",988.625,0,0,"No","No","No",78.36,1,"Digital",1779.525,0.841843972,0.158156028,0.79,0.026,"South"
1,"Personal",0,29,30,"Yes",994.37,35,"SC","Dylan Strome","NHL","Washington Capitals",2019,65000,"Gov","U","Public","Soda","No",150000,0,2,0.041018266,0.01,0.565667442,FALSE,70,"Other",15,"M",2485.925,2,0.17,"No","No","No",0,6,"Digital",3480.295,0.541843972,0.458156028,0.86,0.034,"DCArea"
1,"Personal",0,61,60,"Yes",1898.79,3,"BD","John Carlson","NHL","Washington Capitals",2016,110000,"Finance","M","Car","Beer","No",1150000,0,6,0.041464475,0.076644707,0.740105643,FALSE,60.4861162,"Emma",13,"M",0,4,0.24,"Yes","No","Yes",333.86,9,"Digital",2232.65,0.796453901,0.203546099,0.78,0.068,"DCArea"
1,"Personal",0,81,-15,"No",863.92,205,"BD","Pierre-Luc Dubois","NHL","Other",1975,150000,"Finance","D","Uber/Taxi","Beer","No",1850000,0,2,0.043282447,0.097958445,0.152515727,FALSE,51,"David",12.5,"F",500,2,0.44,"No","No","No",1733.08,50,"Digital",3097,0.25106383,0.74893617,0.61,0.127,"Northeast"
0,"Personal",0,27,0,"Yes",687.17,136,"MD","John Carlson","NHL","Other",2019,110000,"Gov","M","Car","Specialty","No",150000,1,2,0.064351834,0.055395988,0.010862453,FALSE,69,"Frank",8.5,"M",500,1,0.6,"No","No","No",0,6,"Digital",1187.17,0.434751773,0.565248227,0.93,0.054,"West"
1,"Business",0,68,60,"Yes",2636.98,27,"SC","Nic Dowd","NHL","Washington Capitals",1999,150000,"Gov","M","Other","Soda","No",550000,0,8,0.012406499,0.019390337,0.8,FALSE,54,"Emma",27,"M",1773.8,2,0.26,"No","No","No",910.62,26,"Digital",5321.4,0.753900709,0.246099291,0.58,0.053,"DCArea"
1,"Personal",0,62,60,"Yes",808.65,32,"HS","Tom Wilson","NHL","Washington Capitals",1989,125000,"Finance","M","Public","Beer","No",3900000,0,2,0.03220207,0.025444432,0.92,FALSE,51,"Ivy",20,"M",2058.13,2,0.42,"No","No","Yes",1249.48,36,"Digital",4116.26,0.770921986,0.229078014,0.84,0.043,"DCArea"
1,"Business",0,65,30,"Yes",1898.91,135,"AD","Alexander Alexeyev","NHL","Philadelphia Flyers",2010,125000,"Gov","M","Public","Peanuts","No",1200000,1,6,0.09797255,0.021792317,0.049015399,FALSE,75,"Frank",18,"M",500,3,0.41,"Yes","No","No",530.42,15,"Digital",2929.33,0.639007092,0.360992908,0.7,0.1,"Northeast"
0,"Personal",0,56,45,"Yes",784.93,80,"SC","Sonny Milano","NHL","Philadelphia Flyers",2020,60000,"Gov","M","Car","Popcorn","No",1950000,1,2,0.027444458,0.065649218,0.89,TRUE,35.48221772,"Emma",8,"M",500,0,0.12,"No","No","No",77.85,1,"Digital",1362.78,0.817730496,0.182269504,0.93,0.072,"South"
1,"Personal",0,97,-30,"Yes",789.04,37,"SC","Dylan Strome","NHL","Washington Capitals",2011,130000,"Gov","M","Car","Beer","No",3100000,0,2,0.021440562,0.059770011,0.83,FALSE,69,"David",21,"M",1599.0125,1,0.39,"No","No","No",490.17,14,"Digital",2878.2225,0.739716312,0.260283688,0.93,0.005,"DCArea"
1,"Personal",0,30,30,"Yes",710.72,36,"MD","John Carlson","NHL","Washington Capitals",2024,85000,"Gov","M","Public","Specialty","No",4e+05,3,1,0,0.3,0.628318966,FALSE,58.76578151,"Ivy",12,"M",952.5125,0,0.34,"Yes","Yes","Yes",51.29,1,"Digital",1714.5225,0.753900709,0.246099291,0.73,0.055,"DCArea"
0,"Personal",0,47,30,"Yes",1392.04,254,"PHD","Andrew Mangiapane","Other","Washington Capitals",2019,150000,"Finance","M","Public","Other","No",2900000,3,6,0.013219468,0.171966488,0.222582644,FALSE,41,"Grace",13,"M",500,4,0.58,"Yes","Yes","No",228.71,6,"Digital",2120.75,0.614893617,0.385106383,0.74,0.046,"South"
1,"Shared",0,46,30,"Yes",906.33,1,"HS","T.J. Oshie","Other","Washington Capitals",2013,105000,"Tech","M","Other","Beer","No",1650000,4,2,1,0,0.555271063,FALSE,55.48981098,"Frank",18,"M",1653.975,3,0.16,"No","No","Yes",416.85,12,"Digital",2977.155,0.502836879,0.497163121,0.62,0.476,"DCArea"
1,"Shared",0,35,15,"Yes",1770.26,251,"AD","John Carlson","Other","Washington Capitals",2014,95000,"Tech","M","Public","Hot Dog","No",850000,6,6,1,0,0.94,TRUE,54.14583873,"Emma",16,"M",500,3,0.3,"No","No","No",235.08,6,"Physical",2505.34,0.865957447,0.134042553,1,0.307,"South"
1,"Personal",0,62,15,"Yes",1404.29,0,"HS","Alexander Ovechkin","NHL","Washington Capitals",1994,135000,"Finance","M","Public","Beer","No",3800000,0,4,0.06423592,0.171124731,0.64857571,FALSE,73,"David",56.5,"M",6790.56,2,0.65,"Yes","No","No",5386.27,31,"Digital",13581.12,0.707092199,0.292907801,0.99,0.018,"DCArea"
1,"Shared",0,55,15,"Yes",1196.12,37,"BD","John Carlson","NHL","Washington Capitals",2007,65000,"Tech","M","Public","Soda","No",1550000,3,4,0.148804332,0.068058409,0.679161193,FALSE,77,"Emma",14,"M",1196.12,4,0.17,"No","No","No",0,18,"Digital",2392.24,0.437588652,0.562411348,0.24,0.137,"DCArea"
0,"Personal",0,79,30,"Yes",982.5,198,"BD","Brandon Duhaime","Other","New Jersey Devils",2018,1e+05,"Gov","M","Public","Hot Dog","No",2450000,0,4,0.064124163,0.218472651,0.88,TRUE,46.13864628,"Grace",8,"M",1352.475,1,0,"No","No","No",99.48,1,"Physical",2434.455,0.734751773,0.265248227,0.89,0.065,"Northeast"
1,"Personal",0,83,45,"Yes",763.78,28,"HS","Dylan Strome","NHL","Washington Capitals",2013,115000,"Tech","S","Other","Hot Dog","No",1600000,0,2,0.03915838,0.132402161,0.658161135,FALSE,77,"Frank",17,"M",1454.725,1,0.42,"No","Yes","No",0,12,"Digital",2218.505,0.370212766,0.629787234,0.98,0.132,"DCArea"
1,"Personal",0,72,30,"Yes",851.11,85,"BD","Trevor van Riemsdyk","NHL","Washington Capitals",1992,75000,"Finance","S","Other","Hot Dog","No",1600000,0,2,0.23791584,0.037494761,0.094605742,FALSE,60,"David",14.5,"M",500,3,0.16,"No","No","Yes",0,33,"Physical",1351.11,0.574468085,0.425531915,0.75,0.063,"South"
0,"Personal",0,68,30,"Yes",1897.44,85,"HS","Taylor Raddysh","Other","Other",1998,105000,"Tech","M","Car","Hot Dog","No",2650000,2,6,0.001085641,0.040593466,0.176952551,FALSE,49,"Frank",20,"M",1419.98,1,0,"Yes","No","No",942.52,27,"Digital",4259.94,0.461702128,0.538297872,1,0.13,"Midwest"
1,"Personal",0,32,30,"Yes",955.69,32,"HS","T.J. Oshie","NHL","Washington Capitals",2017,60000,"Finance","M","Car","Popcorn","No",2e+05,2,2,0.091113657,0.187395973,0.68359433,TRUE,48.43149093,"Grace",6,"M",500,1,0,"No","No","Yes",0,1,"Digital",1455.69,0.697163121,0.302836879,0.98,0.1,"DCArea"
0,"Personal",0,92,30,"Yes",751.38,132,"HS","Tom Wilson","Other","Other",2023,55000,"Finance","M","Car","Peanuts","No",1900000,0,2,0.031781038,0.01,0.182919379,FALSE,52.94743532,"Ivy",9,"M",0,2,0.29,"No","No","Yes",67.92,2,"Digital",819.3,0.363829787,0.636170213,0.83,0.019,"Midwest"
0,"Personal",0,99,45,"Yes",733.05,132,"MD","Tom Wilson","Other","Washington Capitals",2014,65000,"Finance","M","Public","Burger","No",2450000,0,2,0.075915081,0.028549899,0.008807651,FALSE,77.59030587,"Emma",15,"M",916.3125,5,0.28,"No","No","No",0,11,"Digital",1649.3625,0.587943262,0.412056738,0.57,0.037,"West"
1,"Personal",0,77,60,"Yes",849.58,1,"AD","T.J. Oshie","NHL","Washington Capitals",2018,95000,"Tech","M","Uber/Taxi","Beer","No",1700000,2,2,0.034545757,0.038958199,0.699408956,FALSE,62.60271344,"Other",14.5,"F",1372.8875,1,0.35,"No","No","No",248.73,7,"Digital",2471.1975,0.680141844,0.319858156,0.77,0.175,"DCArea"
0,"Personal",0,78,60,"Yes",889.26,201,"BD","T.J. Oshie","NHL","Other",2025,70000,"Gov","S","Car","Beer","No",2300000,0,2,0.204112948,0.007996043,0.027025456,FALSE,58,"Grace",8.5,"M",500,3,0.12,"Yes","Yes","Yes",0,1,"Physical",1389.26,0.663829787,0.336170213,0.84,0.076,"Northeast"
0,"Personal",0,30,30,"Yes",1809.52,85,"HS","Alexander Ovechkin","NHL","Washington Capitals",2013,105000,"Manufact","M","Other","Beer","No",1250000,2,6,0.001051345,0.0517898,0.126841741,FALSE,47,"David",19,"M",1117.075,4,0.2,"No","Yes","No",424.63,12,"Digital",3351.225,0.65035461,0.34964539,0.69,0.083,"Midwest"
1,"Shared",0,96,-15,"Yes",1122.04,32,"BD","Logan Thompson","NHL","Washington Capitals",1979,60000,"Gov","M","Uber/Taxi","Soda","No",2800000,0,2,0.113299065,0.015017031,0.377821175,FALSE,47,"Frank",56,"M",4546.705,5,0.5,"No","No","No",7971.37,46,"Digital",13640.115,0.536879433,0.463120567,0.74,0.085,"DCArea"
0,"Personal",0,26,0,"Yes",1229.33,85,"MD","John Carlson","NHL","New Jersey Devils",2017,45000,"Tech","M","Car","Popcorn","No",4e+05,0,4,0.033433438,0.38942805,0.72,TRUE,77,"Ivy",11,"M",500,1,0.26,"Yes","Yes","No",95.44,1,"Digital",1824.77,0.708510638,0.291489362,0.62,0.102,"South"
1,"Personal",0,73,30,"Yes",934.99,54,"PHD","John Carlson","Other","Washington Capitals",1996,60000,"Tech","M","Uber/Taxi","Popcorn","No",1e+06,1,2,0.022657319,0.083461939,0.198140616,FALSE,35,"Emma",21,"M",2424.2375,3,0,"No","No","No",1004.4,29,"Digital",4363.6275,0.643262411,0.356737589,0.94,0.041,"Midwest"
1,"Personal",0,97,-60,"Yes",914.91,259,"MD","Alexander Ovechkin","NHL","Washington Capitals",2003,120000,"Gov","M","Uber/Taxi","Beer","No",4150000,0,2,0.144303178,0.021226564,0.154471596,FALSE,49,"Frank",15,"M",2095.0875,1,0.38,"No","No","Yes",761.16,22,"Digital",3771.1575,0.44751773,0.55248227,0.65,0.004,"South"
1,"Personal",0,69,30,"Yes",933.55,37,"AD","Alexander Ovechkin","NHL","Washington Capitals",2012,80000,"Finance","M","Public","Hot Dog","No",1800000,0,4,0.263378894,0.031224437,0.880832416,FALSE,56.08721751,"Frank",13,"M",0,4,0.4,"No","No","No",459.37,13,"Physical",1392.92,0.616312057,0.383687943,0.82,0.222,"DCArea"
1,"Personal",0,65,45,"Yes",2222.33,80,"SC","Alexander Ovechkin","Other","Washington Capitals",1992,95000,"Tech","D","Car","Beer","No",1500000,1,6,0.107758734,0.021715401,0.084674171,FALSE,72,"Emma",38,"F",500,2,0.32,"Yes","Yes","No",5739.34,33,"Digital",8461.67,0.597163121,0.402836879,0.58,0.016,"South"
1,"Personal",0,35,60,"Yes",992.21,38,"PHD","T.J. Oshie","NHL","Washington Capitals",2011,65000,"Gov","M","Public","Burger","No",750000,2,2,0.028403064,0.114356847,0.87,FALSE,59,"David",21,"M",1852.2,1,0.37,"Yes","No","Yes",489.55,14,"Digital",3333.96,0.656028369,0.343971631,0.91,0.043,"DCArea"
1,"Personal",0,64,45,"No",837.09,254,"MD","Sonny Milano","NHL","Washington Capitals",1991,70000,"Gov","S","Other","Beer","No",1550000,0,2,0.009725778,0.01,0.054428481,FALSE,72,"Frank",15.5,"M",0,2,0.3,"Yes","Yes","No",1077.48,34,"Physical",1914.57,0.259574468,0.740425532,0.59,0.154,"South"
1,"Shared",0,25,15,"Yes",807.02,32,"BD","Ethen Frank","Other","Washington Capitals",2024,105000,"Gov","D","Public","Hot Dog","No",1300000,2,2,0.067693584,0.01,0.755159894,FALSE,61.22891941,"Alice",8,"M",1095.825,1,0.39,"No","No","No",69.64,1,"Digital",1972.485,0.653191489,0.346808511,0.2,0.013,"DCArea"
0,"Personal",0,28,45,"Yes",2470.67,132,"MD","Trevor van Riemsdyk","NHL","Washington Capitals",2024,50000,"Finance","D","Car","Beer","No",7e+05,1,8,0.017782356,0.006589186,0.022257982,FALSE,72,"Ivy",19,"M",1235.335,3,0.35,"Yes","No","Yes",0,1,"Digital",3706.005,0.726241135,0.273758865,0.61,0.07,"Midwest"
1,"Personal",0,93,45,"Yes",899.34,32,"SC","John Carlson","NHL","Other",1997,125000,"Tech","M","Car","Burger","No",2750000,0,2,0.029980645,0.01,0.131988651,FALSE,25,"Frank",21,"M",2335.9375,2,0,"Yes","No","No",969.41,28,"Digital",4204.6875,0.396453901,0.603546099,0.62,0.134,"Midwest"
0,"Personal",0,63,30,"No",1217.33,199,"MD","Sonny Milano","Other","Other",2023,110000,"Tech","M","Public","Specialty","No",1e+06,2,4,0.221957982,0.003,0.064710222,FALSE,55.55433597,"Alice",4.5,"F",0,5,0.18,"No","No","Yes",102.96,2,"Digital",1320.29,0.742553191,0.257446809,0.79,0.046,"Northeast"
1,"Personal",0,84,-30,"Yes",757.33,38,"AD","Connor McMichael","Other","Washington Capitals",1997,90000,"Finance","M","Public","Specialty","No",9e+05,1,2,0.079192573,0.03943817,0.97,FALSE,48,"Frank",11,"M",946.6625,3,0.23,"No","Yes","No",0,28,"Digital",1703.9925,0.762411348,0.237588652,0.96,0.115,"DCArea"
1,"Personal",0,82,15,"Yes",853.52,38,"AD","Alexander Ovechkin","NHL","Washington Capitals",1989,95000,"Tech","M","Public","Peanuts","No",2250000,0,2,0.013032665,0.132041711,0.97,FALSE,66,"Emma",15.5,"M",1051.52,1,0.58,"No","No","No",1249.52,36,"Digital",3154.56,0.891489362,0.108510638,0.99,0.18,"DCArea"
1,"Personal",0,59,-30,"No",935.98,201,"BD","Connor McMichael","NHL","New Jersey Devils",2022,80000,"Tech","M","Car","Other","No",2850000,4,2,0.156151899,0.28428033,0.61760457,FALSE,51,"Alice",11,"F",500,3,0.24,"No","No","No",112.87,3,"Digital",1548.85,0.457446809,0.542553191,0.31,0.354,"Northeast"
0,"Personal",0,44,45,"Yes",835.75,201,"BD","Jakob Chychrun","NHL","Washington Capitals",2024,65000,"Gov","M","Public","Specialty","No",750000,1,2,0.074641517,0.017759737,0.007646917,FALSE,75.23531625,"Grace",3,"M",0,2,0.58,"No","Yes","Yes",0,1,"Digital",835.75,0.423404255,0.576595745,0.39,0.134,"Northeast"
1,"Personal",0,50,45,"Yes",764.47,1,"BD","John Carlson","NHL","Washington Capitals",2016,80000,"Finance","S","Uber/Taxi","Hot Dog","No",1300000,1,2,0.130572861,0.01,0.945090715,FALSE,77,"Emma",13,"M",500,1,0,"No","Yes","No",299.16,9,"Digital",1563.63,0.814184397,0.185815603,0.97,0.05,"DCArea"
1,"Personal",0,70,30,"Yes",696.96,32,"AD","Alexander Ovechkin","NHL","Washington Capitals",1994,75000,"Tech","D","Car","Beer","No",1800000,1,2,0.05650523,0.045114089,0.546136051,FALSE,61,"Emma",10,"M",0,3,0.34,"No","No","Yes",0,31,"Digital",696.96,0.561702128,0.438297872,0.68,0.067,"DCArea"
0,"Personal",0,34,30,"Yes",687.09,85,"HS","Lars Eller","NHL","Washington Capitals",2011,75000,"Finance","M","Car","Popcorn","No",6e+05,1,2,0.000565425,0.017796314,0.057984765,FALSE,74,"Emma",10,"M",500,3,0.16,"No","No","No",0,14,"Digital",1187.09,0.810638298,0.189361702,0.93,0.017,"West"
