"Y01","Account_Type","Additional_Seats","Age","Arrival_Time","Auto_Renew_STH","Concession_Total","Cust_ID","DistA","Educational_Level","Favorite_Caps_Player","Favorite_Sport","Favorite_Team","First_Year_STH","HouseHold_Income_True","ID","Job_Sector","Last_Contact","Marital","Mode_Of_Transport","Most_Purch_Concession","Mult_Loc","Net_Worth_True","Num_Children","NumSeats","PerSold","PerTransf","PerUsed","Rejoined_STH","Rep_Calls","Rep_Name","Rep_Visits","Seating_Location","Sex","Spent_Other_Teams","State_Name","STH_Attended","Survey_Comp","Team_B_STH","Team_C_STH","Team_Network_Sub","Team_Store_Total","Tenure","Ticket_Form","Total_Spent","Weekday_Attended","Weekday_Sold","Weekend_Attended","Weekend_Sold","Zip_Codes","Contact_Year","Contact_Month","Contact_Day","Contact_Weekday","Contact_Hour","Marital_Original","Region","Flag_Tenure_High","Flag_Survey_Invalid"
1,"Business",0,31,0,"Yes",1192.48,405865555,39,NA,NA,NA,"Washington Capitals",2019,60000,3251,NA,2018-10-31 17:56:29.781386,"M",NA,"Specialty","No",5e+05,3,4,0.120504097,0.051773502,0.790347473,FALSE,47,"Alice",11,"110","M",500,"Maryland",2,0.42,NA,NA,"No",222.52,6,"Digital",1915,0.494326241,0.505673759,0.94,0.126,21212,2018,10,31,"Wed",17,"M","DCArea",0,0
1,"Personal",0,66,45,"No",2353.47,405963962,36,NA,NA,NA,"Washington Capitals",2022,1e+05,3252,NA,2018-10-01 07:16:34.118071,"S",NA,"Beer","No",NA,0,8,0.034081053,0.032999499,0.682017487,FALSE,63.6946464,"David",NA,"117","M",1257.94,"Maryland",0,0.18,NA,NA,"No",162.41,3,"Digital",3773.82,0.443971631,0.556028369,0.49,0.03,21202,2018,10,1,"Mon",7,"S","DCArea",0,0
1,"Personal",0,76,30,"No",908.47,406143096,189,NA,NA,NA,"New Jersey Devils",2004,65000,3253,NA,2022-12-19 23:40:31.552707,"S",NA,"Soda","No",1150000,NA,2,0.128058144,0.026599097,0.035504478,FALSE,63,"Emma",15,"Club","F",1135.5875,"New Jersey",2,0.14,NA,NA,"No",0,21,"Digital",2044.0575,0.486524823,0.513475177,0.74,0.03,7008,2022,12,19,"Mon",23,"S","Northeast",0,0
1,"Personal",0,25,60,"Yes",997.17,406167886,32,NA,NA,NA,"Washington Capitals",2025,125000,3254,NA,2022-10-07 00:03:44.374985,"M",NA,"Beer","No",4e+05,3,4,0.015087374,0.099405819,0.671936588,FALSE,NA,"Ivy",11,"401","M",1246.4625,"Virginia",3,0.27,NA,NA,"No",0,1,"Digital",2243.6325,0.773758865,0.226241135,0.8,0.157,20102,2022,10,7,"Fri",0,"M","DCArea",0,0
1,"Business",0,52,45,"Yes",834.24,406308921,32,NA,NA,NA,"Washington Capitals",2013,NA,3255,NA,2020-10-08 10:02:55.47918,"M",NA,"Soda","No",2100000,1,2,0.085924504,0.031632311,0.89,FALSE,70,"David",20,"Club","M",1567.35,"Virginia",1,0.37,NA,NA,"No",419.64,12,"Digital",2821.23,0.407801418,0.592198582,0.56,0.106,20102,2020,10,8,"Thu",10,"M","DCArea",0,0
1,"Personal",0,90,15,"Yes",1955.13,406313968,209,"BD","Trevor van Riemsdyk","Other","New Jersey Devils",1998,140000,3256,"Finance",2022-03-14 02:32:59.575959,"D","Uber/Taxi","Peanuts","No",3050000,0,6,0.008779484,0.022754677,0.005029752,FALSE,58,"Emma",21,"Club",NA,1447.795,"New Jersey",5,0.5,"No","No","Yes",940.46,27,"Digital",4343.385,0.49787234,0.50212766,0.88,0.075,7010,2022,3,14,"Mon",2,"D","Northeast",0,0
0,"Personal",0,89,45,"Yes",989.48,406483745,NA,NA,NA,NA,"Washington Capitals",2013,NA,3257,NA,2019-11-30 11:11:14.447854,"M",NA,"Popcorn","No",1350000,0,4,0.05466243,0.043812555,0.096449829,FALSE,39,"David",15,"419","M",1761.15,"Hawaii",2,0.28,NA,NA,"No",419.44,12,"Digital",3170.07,0.576595745,0.423404255,0.63,0.071,96809,2019,11,30,"Sat",11,"M","West",0,0
1,"Personal",0,28,30,"Yes",1107.48,406505663,32,NA,NA,NA,"Washington Capitals",2025,NA,3258,NA,2022-09-01 19:37:35.962343,"M",NA,"Hot Dog","No",NA,1,4,0.031169088,0.196799217,0.847963209,FALSE,58,"Grace",10.5,"213","M",0,"Virginia",1,0.27,NA,NA,"No",99.85,1,"Digital",1207.33,0.765248227,0.234751773,0.57,0.096,20101,2022,9,1,"Thu",19,"M","DCArea",0,0
1,"Shared",0,85,0,"No",833.29,406551710,209,NA,NA,NA,"New Jersey Devils",2008,NA,3259,NA,2022-06-13 04:40:28.142338,"S",NA,"Beer","No",NA,0,2,0.003341729,0.081786925,0.084873205,FALSE,64,"Frank",16.5,"220","M",1373.57,"New Jersey",2,0.49,NA,NA,"No",540.28,17,"Digital",2747.14,0.730496454,0.269503546,1,0.129,7010,2022,6,13,"Mon",4,"S","Northeast",0,0
1,"Personal",0,NA,-30,"Yes",796.21,406616622,32,NA,NA,NA,"Washington Capitals",2024,NA,3260,NA,2019-04-10 00:50:52.65546,NA,NA,"Beer","No",NA,2,2,0.024895462,0.01,0.673121287,FALSE,39.35842256,"Ivy",8.5,"201","M",995.2625,"Virginia",1,0.3,NA,NA,"No",0,1,"Digital",1791.4725,0.523404255,0.476595745,0.87,0.002,20107,2019,4,10,"Wed",0,NA,"DCArea",0,0
1,"Personal",0,20,30,"Yes",560.45,406627400,40,NA,NA,NA,"Washington Capitals",2024,75000,3261,NA,2019-08-08 13:26:39.924682,"M",NA,"Other","No",50000,0,1,0.037256503,0.01,0.86895809,FALSE,42.32427167,"Alice",9,"101","M",759.0875,"Maryland",1,0.18,NA,NA,"No",46.82,1,"Digital",1366.3575,0.772340426,0.227659574,0.92,0.017,21206,2019,8,8,"Thu",13,"M","DCArea",0,0
1,"Personal",0,76,15,"Yes",944.47,406864383,2,"AD","T.J. Oshie","NHL","Washington Capitals",2014,NA,3262,"Gov",2022-05-01 01:22:52.395339,"M","Public","Soda","No",2500000,1,2,0.01684616,0.310728073,0.716561987,FALSE,56,NA,NA,"Club","M",1657.3875,"District of Columbia",0,0,"No","No","No",381.44,11,"Digital",2983.2975,0.590780142,0.409219858,0.68,0.015,20009,2022,5,1,"Sun",1,"M","DCArea",0,0
1,"Personal",0,87,-30,"Yes",1317.65,406921541,0,"SC","Tom Wilson","Other","Washington Capitals",2007,NA,3263,"Tech",2024-12-09 23:18:33.814612,"M","Car","Popcorn","No",1300000,4,4,0,0.3,0.717478258,FALSE,37,"Emma",21,"Club","M",2433.3875,"District of Columbia",1,0.11,"Yes","No","No",629.06,18,"Digital",4380.0975,0.914184397,0.085815603,0.87,0.069,20004,2024,12,9,"Mon",23,"M","DCArea",0,0
1,"Personal",0,27,15,"No",980.26,407078614,NA,NA,NA,NA,"Washington Capitals",2016,NA,3264,NA,2021-10-15 19:37:19.589227,"M",NA,"Beer","No",NA,2,2,0.013390645,0.01,0.683305486,FALSE,68.92211425,"Frank",8.5,"225","M",500,"District of Columbia",3,0.22,NA,NA,"No",316.79,9,"Digital",1797.05,0.570921986,0.429078014,0.91,0.096,20007,2021,10,15,"Fri",19,"M","DCArea",0,0
0,"Personal",0,65,15,"Yes",859.29,407151977,NA,"BD","Hunter Shepard","NHL","Washington Capitals",2012,NA,3265,"Tech",2019-04-08 07:59:41.875247,NA,"Public","Beer","No",2350000,1,2,0.186280865,0.012952909,0.126082618,FALSE,50,"Frank",10.5,"211","M",0,"Iowa",3,0.41,"Yes","Yes","No",0,13,"Digital",859.29,0.45177305,0.54822695,0.74,0.027,50305,2019,4,8,"Mon",7,NA,"Midwest",0,0
1,"Personal",0,NA,30,"Yes",834.9,407423620,135,NA,NA,NA,"Philadelphia Flyers",2022,NA,3266,NA,2020-12-12 02:19:59.105821,"M",NA,"Specialty","No",NA,1,4,0.032739345,0.065813247,0.624207382,FALSE,69.97676148,"Ivy",13,"408","M",1212.325,"Pennsylvania",2,0.26,NA,NA,"Yes",134.96,3,"Digital",2182.185,0.793617021,0.206382979,0.72,0.094,19009,2020,12,12,"Sat",2,"M","Northeast",0,0
1,"Personal",0,NA,30,"Yes",914.08,407477241,32,"BD","Alexander Ovechkin","NHL","Washington Capitals",2013,NA,3267,"Finance",2021-07-04 02:56:04.489972,NA,"Uber/Taxi","Popcorn","No",2400000,0,2,0.021171884,0.098485071,0.846752456,FALSE,70,"Frank",16,"Club","M",500,"Virginia",1,0.23,"No","No","Yes",0,12,"Digital",1414.08,0.679432624,0.320567376,0.97,0.049,20101,2021,7,4,"Sun",2,NA,"DCArea",0,0
1,"Personal",0,87,60,"Yes",998.86,407638378,85,NA,NA,NA,"Other",1988,105000,3268,NA,2022-01-05 19:43:30.378445,"M",NA,"Other","No",NA,0,2,0.153669883,0.003536046,0.073383709,FALSE,56,"Emma",39,"Club","M",500,"Delaware",4,0.43,NA,NA,"Yes",6409.79,37,"Physical",7908.65,0.332624113,0.667375887,0.37,0.031,19907,2022,1,5,"Wed",19,"M","South",0,0
0,"Personal",0,85,15,"No",879.99,407642454,NA,NA,NA,NA,"Washington Capitals",2019,90000,3269,NA,2021-05-30 09:55:20.417898,"S",NA,"Hot Dog","No",NA,0,2,0.14132943,0.012683955,0.019410384,TRUE,63,"Ivy",14,"Club","M",500,"Iowa",1,0.48,NA,NA,"Yes",0,NA,"Digital",1379.99,0.312056738,0.687943262,0.7,0.14,50304,2021,5,30,"Sun",9,"S","Midwest",NA,0
0,"Personal",0,92,30,"Yes",951.39,407826311,249,NA,NA,NA,"Philadelphia Flyers",2024,60000,3270,NA,2023-08-24 17:38:32.721084,NA,NA,"Popcorn","No",NA,0,2,0.049533743,0.137914604,0.608491732,FALSE,55,"Alice",6,"Club","M",0,"West Virginia",2,0,NA,NA,"No",67.57,NA,"Digital",1018.96,0.639716312,0.360283688,0.98,0.059,25302,2023,8,24,"Thu",17,NA,"South",NA,0
1,"Shared",0,64,30,"Yes",748.32,408060228,2,NA,NA,NA,"Washington Capitals",1989,NA,3271,NA,2021-01-23 13:33:48.267983,"M",NA,"Peanuts","No",NA,1,2,0.023083622,0.041454104,0.951343825,FALSE,57,"Emma",20,"410","F",1998.1,"District of Columbia",4,0.28,NA,NA,"Yes",1249.78,36,"Digital",3996.2,0.734042553,0.265957447,0.71,0.019,20009,2021,1,23,"Sat",13,"M","DCArea",0,0
1,"Shared",0,99,45,"Yes",995.77,408174172,NA,NA,NA,NA,"Washington Capitals",2005,NA,3272,NA,2022-07-01 08:49:32.608392,"M",NA,"Beer","No",NA,0,4,0.011289451,0.021354916,0.96,FALSE,22,"Frank",17,"409","M",2119,"Maryland",0,0.28,NA,NA,"No",699.43,20,"Digital",3814.2,0.824822695,0.175177305,0.98,0.011,21208,2022,7,1,"Fri",8,"M","DCArea",0,0
0,"Shared",0,56,45,"Yes",1112.36,408347186,NA,NA,NA,NA,"Washington Capitals",1992,NA,3273,NA,2019-10-30 11:20:44.072284,"D",NA,"Popcorn","No",NA,0,2,0.133286204,0.007393396,0.046003212,FALSE,35,NA,NA,"Suite","M",3412.145,"Hawaii",4,0,NA,NA,"Yes",5711.93,33,"Digital",10236.435,0.660992908,0.339007092,0.88,0.054,96807,2019,10,30,"Wed",11,"D","West",0,0
1,"Personal",0,77,30,"Yes",828.19,408348115,0,NA,NA,NA,"Washington Capitals",2019,NA,3274,NA,2018-03-20 17:58:15.160255,"M",NA,"Popcorn","No",NA,0,2,0.003345368,0.04239287,0.955566668,FALSE,66.04659896,"Emma",10.5,"229","M",1043.21,"District of Columbia",1,0,NA,NA,"Yes",215.02,6,"Digital",2086.42,0.542553191,0.457446809,0.96,0.047,20004,2018,3,20,"Tue",17,"M","DCArea",0,0
1,"Personal",0,NA,30,"Yes",884.46,408510752,259,NA,NA,NA,"Washington Capitals",2023,65000,3275,NA,2023-04-22 03:42:24.818122,"M",NA,"Beer","No",NA,0,2,0.15818098,0.01,0.79,FALSE,67.93264219,"Grace",9,"Club","M",0,"West Virginia",2,0.36,NA,NA,"No",0,2,"Physical",884.46,0.85177305,0.14822695,1,0.112,25309,2023,4,22,"Sat",3,"M","South",0,0
1,"Personal",0,50,-15,"Yes",754.76,408793777,1,NA,NA,NA,"Washington Capitals",2013,90000,3276,NA,2022-04-12 20:56:10.209152,"M",NA,"Beer","No",NA,1,2,0,0.3,0.865319821,FALSE,66,"Frank",14,"113","M",1470.15,"District of Columbia",1,0.3,NA,NA,"Yes",421.36,12,"Digital",2646.27,0.989751773,0.010248227,0.97,0.008,20006,2022,4,12,"Tue",20,"M","DCArea",0,0
0,"Personal",0,51,60,"Yes",913.18,408865790,NA,NA,NA,NA,"Other",2001,NA,3277,NA,2019-08-18 12:51:47.21489,NA,NA,"Hot Dog","No",950000,2,2,0.197041583,0.034027241,0.162412626,FALSE,72,"Frank",19.5,"213","M",2282.95,"Massachusetts",5,0.47,NA,NA,"Yes",0,240,"Digital",3196.13,0.366666667,0.633333333,0.59,0.125,2113,2019,8,18,"Sun",12,NA,"Northeast",1,0
0,"Personal",0,57,45,"No",947.13,409011050,NA,NA,NA,NA,"Washington Capitals",2011,60000,3278,NA,2024-03-29 23:22:22.415182,"S",NA,"Beer","No",750000,1,4,0.028428703,0.024559812,0.014678804,FALSE,13.35673103,"Frank",11,"426",NA,0,"Mississippi",2,0,NA,NA,"No",445.56,14,"Digital",1392.69,0.797163121,0.202836879,0.81,0.036,39204,2024,3,29,"Fri",23,"S","South",0,0
1,"Personal",0,80,15,"Yes",762.75,409027628,85,NA,NA,NA,"Other",2011,NA,3279,NA,2021-03-26 15:13:47.819207,NA,NA,"Hot Dog","No",50000,2,2,0,0.3,0.84,FALSE,37,"Frank",12.5,"203","M",500,"Delaware",2,0.47,NA,NA,"No",486.52,NA,"Digital",1749.27,0.661702128,0.338297872,0.78,0.019,19909,2021,3,26,"Fri",15,NA,"South",NA,0
1,"Personal",0,NA,-15,"Yes",1213.7,409185657,35,NA,NA,NA,"Washington Capitals",2005,NA,3280,NA,2024-07-06 23:06:23.368986,"M",NA,"Hot Dog","No",NA,2,4,0.128396807,0.226569186,0.739205122,FALSE,74,"David",14.5,"202","M",0,"Maryland",4,0.28,NA,NA,"Yes",699.53,20,"Digital",1913.23,0.873049645,0.126950355,0.85,0.065,21207,2024,7,6,"Sat",23,"M","DCArea",0,0
1,"Personal",0,58,15,"Yes",1746.44,409255420,54,NA,NA,NA,"Washington Capitals",2022,NA,3281,NA,2019-10-13 04:02:11.222147,"M",NA,"Soda","No",NA,2,6,0.010909834,0.064297475,0.847598096,FALSE,57,"Alice",NA,"110","M",2376.9875,"Virginia",1,0,NA,NA,"Yes",155.15,3,"Digital",4278.5775,0.515602837,0.484397163,0.39,0.021,20106,2019,10,13,"Sun",4,"M","DCArea",0,0
1,"Personal",0,52,30,"Yes",901.39,409281831,251,NA,NA,NA,"Other",2003,130000,3282,NA,2024-06-12 05:58:38.24289,"M",NA,"Hot Dog","No",NA,4,2,0.115813431,0.007906832,0.123847759,FALSE,75,"David",15,"111","M",0,"West Virginia",2,0,NA,NA,"No",761.99,NA,"Digital",1663.38,0.844680851,0.155319149,1,0.028,25305,2024,6,12,"Wed",5,"M","South",NA,0
1,"Shared",0,99,30,"Yes",1330.23,409347579,35,NA,NA,NA,"Washington Capitals",2023,85000,3283,NA,2020-04-12 00:36:44.185168,"M",NA,"Popcorn","No",1750000,1,4,0.324942714,0.091546697,0.620153346,FALSE,77,"Grace",9,"Suite","M",0,"Maryland",2,0.19,NA,NA,"No",0,2,"Digital",1330.23,0.804964539,0.195035461,0.66,0.051,21201,2020,4,12,"Sun",0,"M","DCArea",0,0
1,"Business",0,30,30,"Yes",1374.39,409409704,1,NA,NA,NA,"Washington Capitals",2020,NA,3284,NA,2023-11-07 17:34:54.854332,"M",NA,"Specialty","No",1500000,3,4,0.016092833,0.027807422,0.753872657,FALSE,35,"Other",12,"Suite","M",500,"District of Columbia",2,0.39,NA,NA,"No",183.9,5,"Digital",2058.29,0.558156028,0.441843972,0.94,0.014,20005,2023,11,7,"Tue",17,"M","DCArea",0,0
1,"Personal",0,NA,45,"No",1029.04,409501043,247,NA,NA,NA,"Washington Capitals",2025,NA,3285,NA,2024-03-02 06:54:17.594481,"D",NA,"Beer","No",2050000,NA,4,0.001138328,0.037979942,0.691703943,FALSE,22.69435521,"Grace",NA,"409","M",1401.75,"West Virginia",3,0,NA,NA,"No",92.36,1,"Physical",2523.15,0.391489362,0.608510638,0.58,0.065,25311,2024,3,2,"Sat",6,"D","South",0,0
1,"Personal",0,87,-30,"Yes",818.97,409501272,37,NA,NA,NA,"Washington Capitals",1980,NA,3286,NA,2021-04-12 08:01:57.316476,"M",NA,"Beer","No",NA,0,2,0.10151002,0.092154952,0.267469154,FALSE,65,"David",11,"105","M",1023.7125,"Maryland",3,0.45,NA,NA,"No",0,45,"Digital",1842.6825,0.89858156,0.10141844,0.74,0.062,21211,2021,4,12,"Mon",8,"M","DCArea",0,0
1,"Personal",0,NA,60,"Yes",1231.15,409575315,37,NA,NA,NA,"Washington Capitals",2021,NA,3287,NA,2023-11-06 03:05:02.720024,"M",NA,"Beer","No",NA,2,4,0,0.3,0.838876177,FALSE,42,NA,10,"Club","M",1742.8125,"Maryland",3,0.63,NA,NA,"No",163.1,4,"Digital",3137.0625,0.721276596,0.278723404,0.94,0.061,21205,2023,11,6,"Mon",3,"M","DCArea",0,0
1,"Personal",0,76,30,"Yes",1488.37,409605017,201,NA,NA,NA,"New Jersey Devils",2010,NA,3288,NA,2018-12-30 12:21:13.46676,NA,NA,"Soda","No",NA,0,4,0.104752904,0.044785136,0.086738949,FALSE,76,"Frank",23,"Club","M",500,"New Jersey",3,0.05,NA,NA,"Yes",2620.32,15,"Digital",4608.69,0.631914894,0.368085106,1,0.008,7003,2018,12,30,"Sun",12,NA,"Northeast",0,0
1,"Personal",0,20,30,"Yes",879.2,409639438,187,NA,NA,NA,"New Jersey Devils",2024,50000,3289,NA,2020-09-09 12:27:17.312906,"M",NA,"Specialty","No",550000,1,2,0.06526626,0.067205159,0.619870728,FALSE,34.43675448,"Alice",3.5,"208",NA,0,"New Jersey",3,0.19,NA,NA,"Yes",0,1,"Physical",879.2,0.928368794,0.071631206,0.57,0.076,7001,2020,9,9,"Wed",12,"M","Northeast",0,0
1,"Business",0,67,60,"Yes",1002.25,409685809,NA,NA,NA,NA,"Other",1985,70000,3290,NA,2023-10-09 07:39:21.631434,"S",NA,"Beer","No",NA,0,4,0.058799809,0.087283987,0.161734821,FALSE,53,"David",16,"407","M",1135.33,"Delaware",1,0,NA,NA,"No",1268.41,40,"Digital",3405.99,0.609929078,0.390070922,0.7,0.177,19904,2023,10,9,"Mon",7,"S","South",0,0
1,"Personal",0,NA,-15,"Yes",1256.36,409746768,32,NA,NA,NA,"Washington Capitals",2018,NA,3291,NA,2019-06-16 07:35:42.75139,"M",NA,"Popcorn","No",2050000,1,4,0.022056101,0.063533655,0.773261335,FALSE,67.08251022,"David",NA,"107",NA,0,"Virginia",3,0.29,NA,NA,"Yes",251.25,NA,"Physical",1507.61,0.481560284,0.518439716,0.32,0.017,20104,2019,6,16,"Sun",7,"M","DCArea",NA,0
1,"Business",0,70,-15,"Yes",926.91,409760232,2,"BD","Alexander Ovechkin","Other","Washington Capitals",1988,NA,3292,"Gov",2018-07-03 01:48:41.067768,NA,"Public","Hot Dog","No",2150000,1,2,0.010781596,0.027683169,0.631258172,FALSE,74.74173509,"David",13,"Club","M",1158.6375,"District of Columbia",1,0.32,"No","No","Yes",0,37,"Digital",2085.5475,0.433333333,0.566666667,0.75,0.04,20009,2018,7,3,"Tue",1,NA,"DCArea",0,0
0,"Personal",0,66,30,"Yes",985.48,409882790,NA,NA,NA,NA,"Other",2018,NA,3293,NA,2021-03-21 18:10:29.618432,"M",NA,"Hot Dog","No",NA,0,2,0.062087371,0.015355009,0.003511428,TRUE,75,"Grace",13,"Club","M",1296.0625,"Texas",0,0.38,NA,NA,"No",51.37,1,"Digital",2332.9125,0.630496454,0.369503546,0.42,0.028,75004,2021,3,21,"Sun",18,"M","South",0,0
1,"Personal",0,56,30,"Yes",966.98,410043056,247,"HS","Pierre-Luc Dubois","NHL","Other",1993,NA,3294,"Tech",2023-11-23 15:58:51.839845,"M","Car","Soda","No",NA,2,2,0.163937868,0.076376261,0.005674975,FALSE,27,"David",33,"Club","M",500,"West Virginia",4,0.29,"Yes","Yes","No",5542.31,32,"Digital",7009.29,0.595035461,0.404964539,0.57,0.023,25311,2023,11,23,"Thu",15,"M","South",0,0
1,"Personal",0,57,30,"No",1526.44,410058886,251,NA,NA,NA,"Washington Capitals",2004,NA,3295,NA,2021-12-13 21:22:57.240025,"M",NA,"Burger","No",NA,0,4,0.081203471,0.034777168,0.045993102,FALSE,60,"Frank",27,"Club","M",0,"West Virginia",4,0.21,NA,NA,"Yes",3650.27,21,"Physical",5176.71,0.688652482,0.311347518,0.65,0.106,25305,2021,12,13,"Mon",21,"M","South",0,0
1,"Business",0,33,0,"Yes",1191.72,410081759,85,"MD","Alexander Ovechkin","NHL","Washington Capitals",2024,NA,3296,"Tech",2021-11-01 06:54:26.725271,NA,"Uber/Taxi","Burger","No",NA,NA,4,0.026025025,0.038004792,0.667567998,FALSE,69,"Grace",12,"Club","M",0,"Delaware",1,0.12,"No","No","No",106.91,1,"Digital",1298.63,0.765957447,0.234042553,0.75,0.04,19907,2021,11,1,"Mon",6,NA,"South",0,0
1,"Personal",0,30,15,"Yes",1208.99,410089151,2,"BD","Sonny Milano","Other","Washington Capitals",2013,125000,3297,"Tech",2019-08-03 13:59:52.587581,"M","Car","Beer","No",NA,3,4,0.107762689,0.196160356,0.851176418,FALSE,69.86161336,"David",25,"Club","M",2046.2375,"District of Columbia",2,0,"No","No","No",428,12,"Digital",3683.2275,0.787943262,0.212056738,0.75,0.159,20010,2019,8,3,"Sat",13,"M","DCArea",0,0
1,"Shared",0,95,15,"Yes",878.12,410093458,32,NA,NA,NA,"Washington Capitals",2023,1e+05,3298,NA,2022-07-26 16:49:57.414024,"M",NA,"Hot Dog","No",NA,1,2,0.140299616,0.021271125,0.878978374,FALSE,25.72555109,"Ivy",7,"420","F",1204.9125,"Virginia",3,0.33,NA,NA,"No",85.81,2,"Physical",2168.8425,0.787943262,0.212056738,0.4,0.209,20107,2022,7,26,"Tue",16,"M","DCArea",0,0
0,"Personal",0,75,60,"Yes",777.63,410176648,NA,NA,NA,NA,"Other",2015,1e+05,3299,NA,2022-11-28 19:57:33.426357,NA,NA,"Burger","No",1250000,0,2,0.146160687,0.015703301,0.168617868,TRUE,49,"Other",8,"Suite",NA,500,"Ohio",1,0,NA,NA,"No",96.32,3,"Digital",1373.95,0.595744681,0.404255319,0.65,0.08,44103,2022,11,28,"Mon",19,NA,"Midwest",0,0
1,"Personal",0,21,15,"Yes",828.82,410269792,1,NA,NA,NA,"Washington Capitals",2025,60000,3300,NA,2020-12-10 21:33:45.734335,"M",NA,"Beer","No",NA,1,2,0.076115872,0.058281811,0.890398951,FALSE,75.10388686,"Grace",5.5,"228","M",500,"District of Columbia",1,0,NA,NA,"Yes",74.99,1,"Digital",1403.81,0.560992908,0.439007092,0.5,0.124,20005,2020,12,10,"Thu",21,"M","DCArea",0,0
1,"Personal",0,99,-30,"Yes",1309.26,410291367,NA,"HS","Alexander Ovechkin","NHL","Washington Capitals",1987,90000,3301,"Finance",2024-12-31 05:31:25.477093,"M","Car","Beer","No",NA,0,4,0.036705107,0.055892322,0.632475735,FALSE,38,"Frank",11,"120","M",500,"Virginia",1,0.3,"No","No","Yes",0,38,"Digital",1809.26,0.484397163,0.515602837,0.58,0.061,20109,2024,12,31,"Tue",5,"M","DCArea",0,0
0,"Personal",0,NA,30,"Yes",777.12,410295219,NA,NA,NA,NA,"Washington Capitals",2020,NA,3302,NA,2023-03-23 09:23:54.872483,"M",NA,"Soda","No",NA,0,2,0.071647316,0.032694106,0.146298618,TRUE,69,"Alice",4.5,"223","M",500,"South Carolina",2,0.28,NA,NA,"Yes",50.28,1,"Physical",1327.4,0.961453901,0.038546099,0.99,0.016,29201,2023,3,23,"Thu",9,"M","South",0,0
0,"Personal",0,77,30,"Yes",940.83,410313809,NA,"BD","Sonny Milano","NHL","Other",2000,120000,3303,"Finance",2019-04-28 23:06:22.975566,"M","Car","Popcorn","No",NA,0,2,0.045874888,0.015045496,0.085785052,FALSE,50,"Emma",10,"108","M",0,"Florida",1,0.15,"Yes","Yes","No",864.89,NA,"Physical",1805.72,0.884397163,0.115602837,0.54,0.075,33104,2019,4,28,"Sun",23,"M","South",NA,0
1,"Personal",0,75,-30,"Yes",902.89,410507111,38,"HS","John Carlson","NHL","Washington Capitals",2016,NA,3304,"Tech",2024-03-30 08:25:26.010666,"M","Car","Soda","No",NA,0,2,0.056365942,0.01,0.662055564,FALSE,67,"David",14,"Club",NA,0,"Maryland",1,0.4,"Yes","Yes","No",311.91,9,"Digital",1214.8,0.758156028,0.241843972,0.82,0.011,21209,2024,3,30,"Sat",8,"M","DCArea",0,0
1,"Personal",0,62,30,"Yes",1191.6,410557766,85,"SC","T.J. Oshie","Other","Other",2007,NA,3305,"Gov",2024-12-16 07:02:26.080103,"M","Car","Hot Dog","No",1300000,1,4,0,0.3,0.94,FALSE,62.00536174,"Frank",7.5,"203","M",0,"Delaware",2,0.23,"Yes","No","Yes",0,18,"Digital",1191.6,0.871631206,0.128368794,0.87,0.056,19910,2024,12,16,"Mon",7,"M","South",0,0
1,"Personal",0,53,30,"Yes",881.37,410624394,54,NA,NA,NA,"Washington Capitals",1994,NA,3306,NA,2021-10-01 16:40:07.132937,"D",NA,"Hot Dog","No",NA,2,2,0.009983065,0.071103567,0.96,FALSE,59.65717098,"Frank",11.5,"209",NA,0,"Virginia",4,0.42,NA,NA,"No",0,31,"Digital",881.37,0.323404255,0.676595745,0.49,0.027,20106,2021,10,1,"Fri",16,"D","DCArea",0,0
1,"Personal",0,80,30,"No",1341.24,410703098,40,NA,NA,NA,"Washington Capitals",2022,NA,3307,NA,2023-05-22 19:26:15.203915,"M",NA,"Other","No",NA,0,4,0.166268536,0.194903224,0.654331255,FALSE,35,"David",12,"Club","M",1836.4625,"Maryland",3,0,NA,NA,"Yes",127.93,3,"Physical",3305.6325,0.492907801,0.507092199,0.76,0.093,21206,2023,5,22,"Mon",19,"M","DCArea",0,0
1,"Shared",0,84,15,"Yes",0,411007910,116,NA,NA,NA,"Philadelphia Flyers",1989,90000,3308,NA,2018-02-23 00:21:47.998639,"D",NA,"Other","No",NA,1,2,0.140251228,0.108372515,0.019524662,FALSE,NA,"David",10,"421","M",500,"Pennsylvania",1,0.36,NA,NA,"No",0,36,"Physical",500,0.316312057,0.683687943,0.79,0.078,19008,2018,2,23,"Fri",0,"D","Northeast",0,0
1,"Personal",0,51,30,"No",2010.17,411036366,252,"BD","Alexander Ovechkin","NHL","Washington Capitals",2000,90000,3309,"Gov",2022-01-13 17:38:52.01414,"S","Public","Popcorn","No",8e+05,1,6,0.288503437,0.10061025,0.17778653,FALSE,51,"Frank",19,"Club","F",1403.805,"West Virginia",4,0.15,"No","No","Yes",797.44,25,"Physical",4211.415,0.526241135,0.473758865,0.78,0.068,25301,2022,1,13,"Thu",17,"S","South",0,0
1,"Personal",0,61,30,"Yes",1303.24,411044910,NA,NA,NA,NA,"Washington Capitals",2008,NA,3310,NA,2020-04-12 11:08:25.295583,"M",NA,"Peanuts","No",NA,1,4,0.065279666,0.071998504,0.882479653,FALSE,46.72261249,"Frank",20,"Club","M",1897.87,"District of Columbia",4,0.3,NA,NA,"No",594.63,17,"Digital",3795.74,0.542553191,0.457446809,0.56,0.003,20009,2020,4,12,"Sun",11,"M","DCArea",0,0
